5191,5108,8329,2769,7948,1195,11709,5855,10849,4997,6444,4016,9410,10378,6524,8064,7662,11610,1487,9656,6696,6456,4778,9374,6281,5738,11421,68,5772,10716,11700,3105,864,3349,2476,5180,9842,2044,3891,9318,10833,8536,3828,1002,9976,5653,1213,11971,10377,2865,6775,3265,6163,415,3435,1051,6336,1801,2846,9300,12104,2188,8435,3424,7243,6828,9056,12479,487,6212,6399,8096,3076,4408,12503,1547,12336,8970,7589,8393,1037,3578,3515,9416,12151,5080,6540,11977,3077,7608,1139,238,1121,6691,3483,9337,178,4207,4073,7064
10736,6006,12106,7956,7256,2608,4660,8960,11030,6398,2510,4364,958,2697,1582,8479,8730,9616,2202,3713,544,6155,2677,11060,688,7855,7519,3072,370,5515,7525,5802,1833,5081,6886,9686,2312,7470,11622,8500,8887,6309,4668,4880,7657,9826,12274,4767,507,193,4836,1682,11083,8204,9839,4832,1378,6117,4488,3718,9095,4227,4170,4810,3723,7576,4291,2300,1372,7528,139,10423,4610,164,3479,3946,12468,10707,9608,10025,4946,8847,1953,6175,11082,2196,3371,5329,9700,4021,5064,9174,7697,5163,3791,9994,414,7495,623,809
321,4580,4344,4399,2440,7030,3785,8934,11117,4516,3556,11022,5264,12186,4952,1497,4567,10076,12049,8351,10484,362,1014,9930,12373,6908,6358,1025,2631,2190,11764,5461,12196,356,7604,11446,4693,1895,3002,1010,10314,2247,7942,399,8313,686,532,4410,4548,11504,12409,7059,10340,9294,1216,4525,325,2901,8695,181,9402,10395,8819,6249,7262,7783,4556,474,8899,483,3636,1587,11554,3312,2976,6727,2702,12435,5774,10600,5722,357,10577,7067,6385,593,6287,5287,6106,9900,5609,4394,6498,12117,918,4550,11696,9552,4055,7065
3064,3774,1834,8394,1318,9643,10275,10637,4969,1909,11301,11567,3205,11191,1544,7610,9152,7192,3121,6659,3114,5082,7104,12302,10072,6275,7221,680,6979,2104,8083,6049,5480,5377,2363,2964,5639,49,7653,2519,4301,506,682,11945,869,10790,12288,3294,11374,3722,8209,4709,12036,10965,1935,9576,9072,10959,4516,2253,10711,8481,7672,7476,2090,6409,6618,1300,9514,2598,10784,3484,5705,11774,3841,2330,6006,4688,11528,7043,5583,7961,4353,6372,7967,174,7194,12044,9910,2797,7708,8642,9252,11993,5706,7954,1314,8406,9914,4124
10037,8339,4023,11387,11108,8228,1544,4126,3868,11057,756,4746,3528,9785,646,7534,593,798,9339,8887,3991,10056,5045,2632,5488,6676,6825,3237,3825,9077,1746,3234,1784,11744,4679,6537,10576,7636,5522,8042,1521,20,8529,7491,10692,5843,7483,5733,7023,9699,6167,2333,6099,2416,8949,5402,10054,7728,7683,3863,1622,11335,10609,7599,8750,2109,12326,78,11033,5145,11662,3665,10011,5415,12233,2165,4641,2304,10045,10029,6232,1158,8070,2941,7396,4510,1137,11067,1907,11110,1106,387,8518,1729,8883,1717,8366,3865,3548,11577
10841,7284,2224,10038,10048,7731,12026,521,5317,409,2142,10628,10566,8830,7045,3422,7340,8042,3658,5007,6191,8539,1640,9495,894,7873,8792,4881,6732,9115,9177,4469,1233,3441,11389,2073,3860,3168,864,10101,1579,4550,2024,2106,11096,2349,5818,12084,5312,9903,11885,293,5241,3149,3244,7305,6598,1471,4828,10511,5270,8854,6024,1849,1624,2083,2108,5258,5424,10522,2789,12426,2901,5907,9969,7057,12119,6888,7408,4808,6602,9857,1708,5798,4774,9091,9204,2223,11750,8031,3360,10199,11168,8770,8761,11542,11994,9648,10947,12269
5033,4214,7041,4149,8196,9191,1175,11467,7632,9884,2652,6282,11670,582,5207,2480,2675,2399,1264,9484,9280,10757,4883,4362,9138,7410,596,2350,8147,4073,5618,158,11116,4099,9154,12504,7552,1224,7147,9043,7021,6390,430,5134,6030,759,10283,11972,182,4468,4844,1381,11246,10405,10544,4594,9385,4440,8487,7300,418,9028,2933,11965,6401,6112,4587,10952,7408,1713,10545,11250,1701,6525,4375,4681,1534,5941,4785,1215,4148,117,9585,3963,12147,11738,3031,3150,3649,3626,12161,10996,292,10321,6053,7289,5757,8230,7515,3442
5456,11022,6616,8004,7733,10887,5820,8823,1650,3228,10178,2360,9352,11668,6770,12506,4459,11012,2386,7812,6494,3483,9841,5739,11087,8489,9598,4156,7624,863,7299,3912,11620,2020,9555,3705,7398,2488,4498,12053,4482,6202,3906,3870,8932,7221,8933,7613,7164,281,10334,7365,10890,8795,7924,6531,284,5256,9780,2828,8689,9667,7452,5091,10718,12,5866,9275,10961,7183,11817,3952,7602,9706,8208,4004,5269,7750,3903,2912,2654,5603,6374,3838,4683,9451,6063,7965,5028,8061,9596,2796,1470,8031,2649,5658,4290,6671,10611,3915
4619,7927,11848,9185,6911,9929,12307,9436,5274,1188,9750,4806,7150,3020,3977,8995,531,4297,3397,1224,7897,4146,7767,3752,6307,6226,577,6194,8481,6150,4248,9816,1870,3168,3258,11249,3350,6461,8256,11196,10024,733,9195,2123,4657,7050,9507,2624,4180,2108,11157,11204,793,7080,8589,6407,5940,167,1145,7393,5615,9020,7331,9966,7847,1784,2332,8134,8903,7133,2798,8157,5938,1323,5850,5990,824,6434,7668,10008,241,11495,10552,4859,1346,1834,9927,9880,9403,7430,11655,3629,4461,6328,2242,5714,1350,10674,4668,458
27,4424,904,3501,4611,9130,10677,8,11276,3772,6021,8368,3439,323,6044,1315,9839,9120,4945,7388,12087,5569,11548,4145,9367,8412,486,9565,11552,8598,2514,126,10583,2484,4559,267,9106,9028,11076,8978,7807,9878,5265,7867,6841,1716,10411,8319,11990,11644,6431,4961,7431,7603,11212,5671,6759,3973,4557,12164,3068,12119,12081,1485,7818,10069,1651,9468,8311,9166,7366,2470,7347,4661,979,9791,11570,2377,7280,10149,730,8252,7962,11362,5340,12291,1868,8235,8481,7857,9073,9915,8990,2081,3742,8213,2936,5736,1104,2242
2113,7489,5315,11764,10643,3755,9461,12072,669,7449,9042,4899,5229,5811,9131,8722,12246,2994,4136,10822,358,8152,6452,12379,5300,6250,3809,6182,7517,8118,12470,1836,1130,8452,805,4470,1803,8347,11898,11239,9818,9899,9539,7054,5332,3390,5991,9035,1303,3514,10502,4813,3561,466,6154,3951,7424,884,11755,4164,12019,6580,7104,6681,7022,8434,12185,4673,6106,4718,2013,11316,10523,11591,10320,11351,8672,4359,5661,10168,8612,3724,929,7796,1887,10977,5863,4071,4014,1980,11238,3455,10592,10887,507,3214,10957,5149,10563,10402
5040,7358,7138,2197,5506,10358,5403,7739,6079,11478,1007,9590,189,5020,7560,4159,1432,9379,11477,6583,10667,10539,2139,12086,3600,4124,2116,3078,7496,3233,830,12085,571,11361,4962,9704,6061,7403,11455,6568,12360,2443,4138,4415,2164,5717,10842,3755,7507,8696,7361,7544,8888,12495,9427,10478,5005,4249,10500,2468,467,8768,3089,4097,7259,10203,10793,8714,10424,7347,6561,8121,3433,6668,10827,778,5147,11514,11280,297,8509,7554,5645,6276,12494,1713,4363,102,7890,5273,9332,7882,3258,11593,3266,2093,4918,3651,1031,3915
846,1761,1280,12062,8709,3005,2307,7206,9628,10818,630,12247,5347,8092,6216,1079,10331,3650,7789,5939,11459,5182,6671,11982,1050,310,9864,9346,7186,11028,1439,8265,12397,10605,11740,4372,12455,3578,6797,4850,10301,129,6905,1087,1028,11462,5866,7242,8379,1896,8995,9211,8759,6670,2172,97,2467,177,6809,8947,4868,9747,9674,779,11689,10637,1870,7654,8858,5349,1780,10960,11543,2612,9934,1936,6357,6031,2961,2007,11604,4821,3190,11864,9209,12484,6251,5400,4845,6142,4167,8706,1264,2359,5475,2917,5834,11742,4308,5768
6172,4773,8280,3403,6999,8815,12187,5791,4702,9920,10326,12370,4488,2648,7929,10259,10499,9425,10391,6229,9379,11128,5902,1905,2063,3094,2883,2693,9512,3477,10419,10452,4532,328,6525,1685,1776,3869,10029,11213,1692,5993,3857,55,1297,737,5626,8610,10910,76,1012,7916,3859,7325,4181,8042,3686,6338,5800,12084,11773,5709,7166,712,11236,4576,4015,10235,4479,5558,11894,3590,958,12062,9565,946,1276,11332,6354,7208,2409,11242,526,6912,8459,7547,1649,8344,6215,9692,6484,7579,5899,9484,10963,5555,9621,7073,9322,5224
11139,9641,12041,3152,3439,4230,8354,5025,1301,10662,2881,7045,1618,6503,8146,8552,11446,708,547,8119,4919,11877,8435,10654,4782,6018,3119,9885,3429,7614,8543,9527,10264,10232,3854,8405,9928,8610,3039,10663,4757,243,7615,3456,11673,9987,1580,8004,6997,6569,6481,3315,975,11311,10340,12135,2289,2735,3274,3046,1046,7520,3989,9219,2967,10488,11124,7238,2662,12139,5501,2857,1958,2119,10058,4957,9979,9528,999,4326,4803,8968,11135,1502,7713,8497,174,11479,658,4929,11707,3282,10526,9602,9511,6853,6192,7598,1509,5019
5279,11379,4809,7533,2586,11131,3823,10046,1754,8117,7043,10267,5740,75,8381,10627,1914,7711,2835,9314,9058,121,1829,2998,8110,1941,5127,7738,1651,5251,10291,7305,12231,8228,6648,8924,2852,4342,6514,1247,3798,9935,3835,9689,7270,3769,5537,7199,110,7576,5930,3601,6658,4936,10141,10879,2604,12156,2643,5731,4876,604,4970,5533,4021,9112,7961,1080,4931,7150,6253,2052,7652,6895,3959,5213,10914,5199,45,2095,7289,9186,12357,5724,2131,2153,289,1024,6428,7537,12068,1627,160,5482,3745,8777,4860,1267,2649,5659
5424,3431,5270,7818,11290,10768,5816,9212,63,165,7905,11590,3626,11729,11882,6213,9702,10094,7749,215,7658,7174,10324,11693,6539,2899,130,7674,9099,390,834,3876,8068,5640,3931,1820,2661,990,12218,1227,8147,2211,8066,5470,4131,6525,11742,6571,6650,4498,10883,3609,4785,6667,3835,10023,7358,1400,10086,11209,12151,8648,2451,1096,7262,2932,1963,2300,202,682,3605,5821,11793,12385,8756,9215,5778,11112,2487,8837,4529,8940,3045,5920,7947,11137,426,8054,3465,4709,7943,10986,12287,2226,8253,4742,22,11963,12309,5046
6126,7738,3851,4175,9531,5043,1764,11296,3445,130,6554,6157,11787,11419,9939,3298,8600,10329,11175,3544,6534,8398,1286,10653,9077,8197,7757,7780,4884,6038,5889,11584,6779,10790,4286,8694,8117,3745,6963,8206,11506,10992,12465,1809,9960,10989,6304,3146,12377,2303,806,12065,8686,6630,10394,9180,3853,3108,2640,10109,10160,4887,9922,11995,1092,8563,2995,3089,3899,7229,10551,6369,2053,8930,3018,9568,6174,4298,3326,8951,6404,8349,3901,5534,1831,10826,10115,9178,1674,1012,1533,10149,4940,3432,7621,8856,4459,1416,2936,3661
8236,4266,8604,4946,172,12188,850,274,9526,1652,11959,5538,5932,2008,1335,9183,8781,7063,9710,7232,10872,5284,5013,323,964,8094,9701,4576,7229,9181,7767,8603,12070,4776,8266,8207,10544,7024,9397,5431,9569,591,12100,3490,4767,2496,2335,2868,667,540,7731,4778,11030,5546,8042,8995,3332,9213,11880,9196,2528,9027,10085,10679,2579,3164,6213,5048,2408,9753,6316,5126,4816,4892,11130,5925,2922,7609,2665,2617,3308,8039,78,7989,11650,2400,6885,101,6589,7854,3867,5389,10037,4396,8739,1554,7606,10486,746,77
5935,10004,2646,8525,1940,2310,10063,4353,11313,10783,5358,2349,1609,1336,9209,11288,7926,10303,11894,4363,8034,4497,624,1056,3732,799,11470,10620,11219,10615,10694,9066,11005,7538,1467,12124,8675,6131,11913,8130,7609,5468,5779,2271,1444,6792,12118,11995,6485,9039,9298,4022,4069,1779,8560,6071,8178,10162,11832,4230,3681,11360,3636,10786,5131,4218,10974,8066,10180,2760,710,6730,2920,7265,6434,12348,471,4185,8500,653,11675,2244,1368,7433,9586,5277,5832,8810,8889,7992,2687,11541,8450,2545,1653,6126,9641,396,8848,9720
7084,6748,10563,10402,8506,2422,10630,8658,4742,6157,11935,4022,7780,8073,1801,3512,3505,2157,10586,7222,4230,4376,7133,7091,3251,1041,8967,1205,9757,1200,4120,4884,4749,7417,2914,6348,1654,11053,938,2941,2311,5433,6978,4069,6545,1691,2999,2670,1277,1591,3579,3749,4148,5647,7986,8707,9954,6670,98,11555,4659,2352,10656,12504,7808,10604,6539,7534,8174,5097,5628,4296,5754,10292,2457,9492,531,4743,4389,11319,11479,33,5340,2057,8777,7432,2953,1298,536,10542,1632,6398,11979,11497,6692,4623,9982,10875,3362,8203
9171,11145,4861,8288,11622,9999,9122,3111,5011,596,5137,2535,3818,4964,10674,3486,5384,12411,3737,9635,10642,4268,2539,4515,2600,8369,1871,6971,10946,5724,4981,6406,2368,9240,10866,3047,1422,9565,10281,10523,5637,10880,2613,8413,10684,12262,6477,969,960,11201,3039,5440,5239,11590,3629,10807,5247,1676,8491,1846,12320,11402,1408,1416,83,2370,2852,3924,5522,6002,6424,8944,7595,9270,9862,703,3277,1099,11924,1936,12474,12110,852,4429,7273,11699,4708,7777,5970,8865,2462,4999,9293,298,7011,8773,3840,11167,9990,4634
2843,6273,6597,5020,11591,127,571,10053,5903,1233,11901,5675,5360,11730,4999,1524,11766,5399,2669,11297,11678,3051,6614,4369,2809,10491,2339,3010,2026,11792,12174,2475,7951,4360,2383,6437,1964,9624,9700,2964,6913,6231,9642,6322,8117,10181,10371,1,2606,9989,3025,1090,9397,10301,5300,12382,2959,5175,373,1433,8538,2432,1636,3705,161,6193,8047,8154,2277,8685,4220,10635,7657,7319,1306,6269,10668,8922,12188,10868,10986,11527,9902,5135,4928,9008,6099,5874,3823,7775,3419,7172,11779,9687,3412,4914,12185,12010,8730,9661
3138,3260,5808,6014,455,11539,1029,6351,3160,8303,4571,4270,6239,4226,5506,9982,9343,10868,4174,10046,9983,7045,9817,11476,5983,2482,5608,10726,11880,5188,10506,12327,12022,9170,5396,242,5961,3770,7509,11122,6315,9260,3152,6786,5477,4448,7152,12409,1188,689,9456,12305,6308,5086,10891,11365,2366,3976,3301,4295,6787,6528,7514,3412,9483,2345,4481,4633,3549,2960,7161,7821,10778,10412,1457,10347,355,10600,7088,9945,5705,11618,4339,11317,8765,2888,8234,7585,10864,10236,12004,3830,4977,6021,969,4905,4987,4941,6106,4512
