8 4562 8747 12783 10154 18996 18998 7139 4523
8 16606 6722 12653 4026 10489 13686 10959 5983
8 2037 2040 5774 3166 12444 13029 3657 18476
8 1007 18998 9763 16443 15317 11362 12782 6578
8 12254 8960 5983 6362 1333 18330 7911 1591
8 2939 14121 7139 8268 17890 13953 1696 9236
8 10017 16939 9616 5935 1025 5983 12924 8467
8 8747 3124 4483 1032 8319 7272 6104 16741
8 3233 10003 4028 5802 3884 8268 15328 12207
8 7032 607 5327 864 17911 16855 1256 5983
8 18316 8268 15277 456 469 17637 869 9052
8 6470 981 18466 14169 10704 8556 11610 9711
8 17661 3153 11587 11693 667 12816 4136 456
8 8418 1642 10489 2623 10458 10490 3820 2529
8 14268 1765 10832 17678 17675 12666 10352 16939
8 4561 17645 17068 12259 10363 16505 13257 9801
8 7495 12977 7552 4569 2623 17493 10959 13808
8 16949 1778 12288 8165 970 8284 12661 7980
8 9718 17269 13899 18326 2130 7265 14282 12106
8 17290 10458 14256 10457 17954 12874 18118 16424
8 17667 2623 7552 4613 5841 9445 1894 14553
8 8463 14844 12675 4102 7174 11725 15254 9749
8 6578 3266 12019 6409 4873 4273 13803 14723
8 5935 10983 13722 7545 4102 8118 8507 13297
8 12019 8289 12081 8124 13110 5611 5347 6388
8 2037 1291 12567 9660 18433 16782 4908 7404
8 9695 9603 3226 17767 567 17590 9923 17379
8 14256 14175 5905 7077 8268 13191 12302 15847
8 2310 11358 13550 788 18059 8964 5819 5199
8 16443 17667 17661 2101 7130 12895 3900 2804
8 7552 13350 1825 9609 13901 4162 12460 4164
8 18975 9141 10352 18996 9763 15234 18998 10458
8 10344 11790 5252 7497 190 3911 12588 5163
8 16939 3064 1707 5457 4310 2331 15136 11702
8 1278 15007 15355 13791 4287 14527 4132 12288
8 10832 17675 7139 15233 17673 15234 17664 11482
8 4376 8882 15102 3851 5782 18323 12288 9436
8 9603 13349 5413 17982 16600 14844 7449 10952
8 12653 4708 456 13828 9186 3954 9000 7196
8 9560 11275 7552 8747 2037 4357 11040 19053
8 11362 10489 10458 17792 10959 18326 15237 8747
8 11773 8960 9194 18934 17522 17008 674 3606
8 6630 11663 17762 15183 10081 13440 5275 8969
8 468 5935 863 13756 2020 17813 15967 1020
8 10489 13705 17328 18676 2684 3867 136 9445
8 9763 15237 5273 10458 6438 9141 12109 12028
8 12666 12082 4027 11483 8101 9672 12429 11850
8 10003 12019 8747 8267 8268 960 7916 9860
8 7123 8949 17954 7940 17691 13847 17305 5539
8 6470 13750 15150 15277 13899 12567 6716 17921
8 8268 10003 8267 8412 15243 11640 13110 15233
8 10458 10688 6300 12288 12655 12539 13501 466
8 7121 11362 18358 18632 18265 9621 6582 11226
8 8747 117 1883 15622 7296 3052 3669 5835
8 10458 13077 5738 13350 6079 13734 9664 1854
8 17675 16473 2484 2710 3390 1778 4748 15701
8 10489 10458 8463 3884 10858 2623 754 10003
8 2623 7518 1607 466 14123 16938 2971 16351
8 754 4028 7495 1097 7518 15369 15860 12288
8 16939 919 17595 1696 2935 14938 14908 14903
8 12782 17767 8017 5795 1775 17347 18514 783
8 3319 1696 6722 7552 8017 4563 9560 12109
8 10983 15173 13715 11588 11362 12653 16228 2799
8 13662 14262 460 7294 8260 13964 13650 2841
8 7970 3948 14361 14744 18704 747 7999 2785
8 18358 5048 15328 17 12084 15451 14621 13106
8 12072 200 14949 1194 9801 9445 11732 7845
8 15498 7764 11584 13754 12288 11186 14244 9794
8 111 125 9718 14932 14943 14972 18316 15369
8 13899 18998 7497 5627 7986 6150 14515 16443
8 15235 15237 15250 15243 15234 7970 13392 16706
8 10458 11663 15347 2046 5691 9930 18119 3273
8 12019 17593 17650 18975 9790 2773 14149 10256
8 5261 2310 10983 9435 5274 4026 18631 5699
8 17138 17019 17859 9757 306 12072 15498 10003
8 8949 8096 17954 3815 3000 2408 14006 12288
8 16949 13492 8747 11588 13018 18430 12288 2850
8 7552 2680 5611 14514 4641 14016 18091 17643
8 6578 770 683 15687 9718 10531 3890 16248
8 7552 10458 16939 895 6469 7518 17832 7069
8 15695 5311 10384 18315 10352 8423 17645 9703
8 3233 16949 2989 10272 15451 17182 12576 10101
8 10458 6470 7127 5611 16939 6820 18604 5442
8 19006 18989 18990 12810 15232 14407 16163 18996
8 17636 18970 10352 18301 467 8412 9756 3194
8 6300 11137 4265 10073 10302 4708 11680 15576
8 7552 10458 4287 17748 16532 15860 16012 4443
8 2310 13969 13492 4716 6818 4231 754 14109
8 17667 18265 11583 8259 19110 7753 2866 14503
8 6868 3844 15655 14671 3513 9072 5610 4280
8 12044 8747 12127 15607 12746 12068 12866 10730
8 7123 15317 8414 18116 12653 4357 7574 937
8 14121 7559 16302 15540 2558 18473 4510 5202
8 19044 17481 11148 5783 17632 11029 5475 15342
8 18326 533 1851 13739 18679 2956 10546 206
8 16949 4357 12719 2150 6265 12284 11573 13795
8 6293 305 7130 12747 1846 8054 8619 13183
8 16639 14821 13916 12288 9554 2223 7845 15002
8 10490 19083 11267 17954 18323 9207 11410 12288
8 7495 17767 16939 16431 3496 7315 4069 17084
8 16949 456 16482 2710 15177 9472 9801 14704
8 13392 19006 13969 12973 4016 8514 18731 15357
8 17032 4069 12653 9657 10073 9057 19006 10496
8 7552 12653 9687 3944 1086 18504 11132 5386
8 15862 1181 6293 11777 2240 4483 943 15175
8 18116 5983 16071 5195 5622 16236 5138 214
8 7495 15826 13192 15730 2542 18073 7404 17080
8 315 4353 9083 9028 18315 2828 17719 16410
8 755 14972 6079 742 15967 9801 5841 9555
8 8268 5277 2639 4481 14844 6841 14002 17346
8 14256 12666 313 315 9072 1077 10463 11014
8 7484 5274 12195 14786 10000 18009 14723 4893
8 754 12519 9687 10073 11410 13929 13388 7370
8 4763 15376 2305 4708 2680 17416 14965 14704
8 4368 1577 14308 10954 1607 12253 16243 1313
8 16950 3164 16528 4027 9247 7377 436 9872
8 17358 14724 7290 15661 18443 11952 11959 11382
8 2550 15829 17245 12421 363 14373 9133 5193
8 10561 17082 13734 17781 13953 8400 2305 6211
8 7563 8997 18835 3748 9308 12288 2052 16479
8 3890 17799 6300 15235 7495 13110 17337 1390
8 13705 9603 18541 13324 3339 18964 9831 4566
8 1999 17222 14911 14973 15277 7861 9173 6758
8 10516 10384 18326 9757 12214 724 17663 18316
8 7552 2064 2408 1304 8049 17181 582 13002
8 5928 11680 15987 4023 15929 9379 6685 16479
8 14267 179 11014 11387 6578 6113 9925 4787
8 15809 6582 322 17791 10344 5128 14086 9389
8 9336 12769 3382 4016 13500 1778 4376 5647
8 2623 18996 12214 13599 19005 17886 96 3465
8 5433 7495 315 18316 13756 190 10698 13493
8 17674 2305 13599 4395 17285 1558 10073 14385
8 8418 16174 17645 526 527 528 3158 8420
8 5433 8268 10003 12910 8636 467 4027 2822
8 9691 14943 18989 14149 4623 8728 15180 4567
8 117 4136 11640 648 9478 11912 18149 12224
8 16939 7498 7497 17593 10810 17594 16446 1097
8 18246 190 17337 8269 3266 8268 16138 456
8 18326 15355 19006 6758 6141 18226 8493 5165
8 2101 13705 2931 5983 14256 17663 16931 11663
8 11686 15560 2259 4559 4541 18376 15850 14924
8 8262 4483 16912 7444 1878 10950 2177 17452
8 3266 14972 13366 17149 14349 6247 16967 10101
8 1152 1335 2305 18253 5543 11088 2933 4933
8 15824 2905 2086 4614 191 5365 4374 1305
8 17021 8150 17138 17897 835 6660 13562 13990
8 16939 11663 7296 13319 15331 10370 9430 10962
8 3233 15369 18330 7015 15831 10872 9851 4256
8 18779 4016 4613 17870 18358 11413 8597 8497
8 315 10995 3183 8379 2872 7938 939 9783
8 14918 15214 7739 9195 11589 16278 14117 14724
8 5435 13170 13982 12924 12490 6928 2130 15075
8 14563 5550 17962 9691 18639 16706 7882 2408
8 15658 8980 2814 12920 12135 9370 6146 16667
8 5872 17015 2463 4454 869 8218 6114 10119
8 5435 11256 19045 10414 14411 18330 4885 14515
8 13418 17018 4222 3121 3087 8482 8676 4162
8 2906 16328 13734 16319 5741 14881 7038 8118
8 17593 4027 13340 9718 9711 5440 3005 13838
8 4606 6300 17120 15987 17792 10489 7495 1138
8 14252 1086 7661 16431 8576 12434 13769 875
8 13461 3591 3890 14965 1535 17277 14684 16121
8 17290 8378 17076 14252 9384 5190 6008 11051
8 18315 226 15695 6065 16950 1943 13191 9366
8 4613 13599 7552 6165 3703 13615 917 12674
8 13951 19008 4017 10558 8267 8268 5255 5572
8 1235 7240 15711 10354 5983 18101 1730 2736
8 7381 12888 8676 17962 5980 11769 12390 1536
8 3486 3233 7563 18265 11772 117 8747 17870
8 13686 10458 17245 240 14755 18315 4937 18326
8 2037 18118 18431 14393 8906 13183 2458 1585
8 17816 17786 17782 4613 14308 11981 14659 4102
8 12638 18509 1361 7535 18898 17556 14947 17825
8 9496 17990 15254 6267 9458 2211 9209 4726
8 2989 3820 10946 19122 6194 10685 14108 6326
8 4408 9664 9666 18609 2331 15687 8556 10531
8 117 8688 13493 12451 5511 6525 12322 16926
8 12638 17245 18446 5983 3847 12975 12629 18246
8 9295 18326 15376 4023 2294 2872 10954 15531
8 5105 7612 19008 6868 9309 15014 12021 1453
8 1235 17761 4538 5930 17130 17483 3473 7034
8 18326 7552 16548 16582 5663 11362 456 18006
8 13471 3461 12857 8639 9485 4873 13883 15967
8 3266 13471 125 7174 8764 6344 13645 14244
8 14121 8164 9691 8747 17890 2542 18704 13706
8 13373 17594 17816 17781 2229 17767 10394 17821
8 16706 13110 18265 11014 1020 15235 3194 18573
8 10003 12254 1261 16926 1536 10011 5945 1194
8 16950 9882 16303 14287 11949 1412 842 13873
8 11764 17594 4027 10698 7652 3329 7552 5884
8 14149 17595 2305 5007 4936 4195 14972 4191
8 977 10256 18330 4708 10073 13257 957 981
8 5269 3410 3195 15567 6516 10990 1431 10531
8 15962 3233 5627 6300 7484 15958 7503 17954
8 16939 17202 11483 6731 5077 3947 4613 1138
8 14918 9289 7463 4674 12071 18404 436 2000
8 3233 8916 18326 4637 14385 1033 13916 8260
8 4357 5037 3815 18030 11649 6014 2317 12685
8 3233 11702 17483 7680 15768 10119 11121 11103
8 315 9657 10344 19044 2166 1603 14724 7701
8 18342 8412 18326 10256 9757 17650 18446 18370
8 10256 4143 13693 1333 7867 2847 2855 17476
8 15661 9246 13183 11981 10885 18342 17268 4385
8 10910 8643 14762 14962 14527 5092 16278 18179
8 7495 10983 7379 2529 505 17245 265 10818
8 10003 18127 1696 17595 1998 12478 18876 7555
8 17594 13021 4483 3173 15987 4637 16360 9763
8 3233 17649 9207 16099 15868 11687 18842 14121
8 9496 469 12025 4613 15802 17012 869 10134
8 4069 10576 4544 8744 607 18828 16777 18796
8 4873 13471 582 7685 8268 3436 468 7519
8 16443 16932 13183 9758 9769 15243 6905 7389
8 13021 6680 12719 17207 8643 1241 10624 18901
8 7497 13734 11852 8222 9499 17255 8260 12288
8 7326 8553 9725 18964 8916 16583 11663 2276
8 4314 16939 8562 12447 11542 2872 8400 10954
8 5872 14651 17799 893 17859 216 9440 13662
8 4357 9236 4026 8940 14527 12288 16479 14445
8 10983 17066 1785 57 15317 15375 2103 6352
8 10698 7103 6344 10576 11235 16738 11877 13315
8 3233 8025 1603 7628 10319 18518 17761 494
8 17667 483 17761 9769 13651 7552 12653 14703
8 5929 315 8253 3241 13746 14949 14244 12111
8 17481 4406 1741 2305 18209 17661 12478 4708
8 7563 7552 249 17890 314 8592 12434 7795
8 17003 14041 9009 16271 1727 16648 10118 1845
8 13599 5006 16939 9695 2954 18326 15692 5652
8 17337 13298 14481 17582 6211 5866 437 1509
8 7495 12681 11804 5983 7238 2295 14496 869
8 13925 10688 18943 14786 9309 2276 10503 52
8 4012 4014 8407 9440 16169 13651 11887 3622
8 754 12082 8414 5007 466 11196 12212 4637
8 7552 10458 3820 8745 8747 5273 12691 9575
8 8482 4027 754 3241 949 4944 12253 15606
8 10458 8747 3815 18970 18127 15961 15355 14762
8 4265 5599 8848 1916 4354 18917 10779 174
8 15243 15705 4708 18342 11485 9801 18292 3052
8 4406 13922 8747 3116 2630 8916 4141 10051
8 13922 4562 2558 10983 10543 9440 146 1565
8 5699 9279 6540 15622 4304 17025 9922 1757
8 14917 5674 2917 10161 7392 7624 8188 5737
8 17816 17803 305 16152 1222 6787 8888 17527
8 7278 7495 8482 12398 11457 9875 12571 11193
8 9236 16473 2446 8542 17120 7343 8916 4566
8 17120 16939 8977 10979 1097 17505 9739 9801
8 75 16950 7679 14853 13679 14404 11833 14228
8 3888 4637 4137 11181 11407 7214 869 4354
8 3233 18740 5322 8549 4243 14028 17206 13996
8 7278 18611 5266 15967 13630 10621 6756 10531
8 263 9603 15123 1458 15831 16777 10645 13599
8 16939 226 11804 2305 1213 13974 13756 13570
8 4680 11223 9757 7252 17887 456 18179 18006
8 10675 18326 15829 15725 15826 17593 315 9657
8 6801 10073 7513 15809 4376 13824 13570 13106
8 3918 12681 14520 16575 7264 10149 7167 18030
8 75 12562 14644 13211 11337 18330 15328 7495
8 5273 4613 6801 11584 13183 17667 11424 469
8 18985 8747 10763 12085 4421 14937 3516 16180
8 13652 3844 4016 11256 6377 6731 11680 8449
8 8760 14821 5750 2960 18970 6758 16582 4934
8 4195 12874 947 10250 15317 15834 8713 5424
8 315 18330 15369 10169 18633 7987 12189 9663
8 10458 6470 467 6722 2116 17964 18892 12109
8 6300 11261 13132 2672 18810 2849 12982 9922
8 13953 12390 2144 4613 7552 13599 10464 17032
8 16071 16950 3125 14244 6466 11934 315 864
8 9433 9295 7495 3885 9657 8264 18898 7418
8 3233 8827 14028 2073 6177 17064 12073 4463
8 18315 17650 16099 8747 4483 19036 4186 4454
8 10099 17582 18027 14681 10462 7238 10605 14757
8 14755 9499 11127 11680 10895 14028 13651 16613
8 10017 15430 18378 499 13161 2020 7338 9646
8 4328 15317 18326 2933 8268 16648 4327 18792
8 15824 13350 8417 10459 18996 11154 16582 14659
8 16334 1330 4052 7130 18932 15268 18632 17818
8 10983 1741 11043 6716 5892 9261 16012 2738
8 6578 12384 9199 17571 17037 2539 316 11199
8 5983 13924 17514 10212 14724 17483 16783 13434
8 8747 5252 16473 9295 13350 11499 1591 4708
8 10458 8407 4023 9076 4287 1033 14527 18504
8 17645 14149 754 3313 5722 19094 4988 3677
8 8541 2150 5691 12288 13126 17025 6073 9641
8 15347 6383 4018 15369 13061 6581 18489 3541
8 15655 5839 4287 17305 8794 5260 14149 902
8 9603 17004 9875 7612 10834 1138 12603 4984
8 3815 864 17775 9592 16163 1605 13545 13716
8 14585 5250 12103 9687 15606 7962 7345 9052
8 6470 3890 5494 9207 12867 7287 14403 1161
8 9691 18834 8468 9076 5550 5663 4562 18884
8 10722 8220 4582 4028 15180 2623 6470 12450
8 9806 7527 11408 11926 11923 15228 11196 303
8 6436 17885 12519 17189 7624 12834 2980 9188
8 6578 9199 11713 11945 16935 16925 957 9334
8 11640 12335 8267 8266 8268 5255 997 15829
8 8747 13599 15553 10081 9603 10712 6409 17672
8 12349 3832 3524 179 3881 4027 7445 1072
8 657 17667 3531 17945 16822 15723 5871 6253
8 10983 3703 13615 12939 11987 12421 1312 9575
8 14727 5983 9382 15739 1216 19094 1321 16431
8 13461 4745 14069 1 16913 5576 18398 10946
8 15703 19176 516 11981 15702 5475 7381 10326
8 189 18316 17769 5252 8268 17553 18525 4510
8 13606 7246 18082 12611 6473 7765 8268 10288
8 1763 2810 14974 5490 12895 16709 7535 3929
8 1367 12424 13824 5820 17498 3346 4885 11410
8 7552 5967 2056 1762 11014 6382 15905 11676
8 9901 17982 2206 10256 8401 1786 11616 19132
8 5983 16497 3929 17255 12674 13461 14279 6938
8 240 12726 17582 13756 10073 8124 15801 1399
8 10458 10490 582 9545 7319 15489 16765 18140
8 9335 10458 2259 10729 12212 2946 4457 17245
8 18884 3972 13982 2604 8264 5254 5794 6158
8 16931 12922 4207 2393 4723 16941 11219 17270
8 9621 8747 16443 8027 5980 3266 19053 14121
8 13165 16939 9236 9621 6882 7817 4562 18329
8 1020 18456 12174 3494 10119 9008 19053 11431
8 10789 16113 4723 173 4997 16241 9987 9994
8 11900 10687 18473 4283 11143 5385 17695 9936
8 6300 15271 18293 9133 3444 12075 18279 14028
8 16950 13481 14636 15622 17704 17138 4417 14197
8 4637 4731 2276 14149 9076 17465 10710 13684
8 8124 14175 6350 703 14381 19006 16743 16564
8 17222 9303 14587 12939 6031 2933 12873 17790
8 8747 6297 15269 5550 7817 5980 12429 9756
8 3065 570 6314 12288 1130 436 970 16479
8 9704 12027 3960 10096 2968 11255 1747 9881
8 8747 15746 512 7345 14016 1778 9436 4249
8 13599 10810 2529 8542 10344 4027 1591 18265
8 3618 18599 6588 14779 5967 1666 13203 12918
8 7563 2406 17113 3648 16904 18972 828 15750
8 11371 17680 17964 5327 15827 9672 4927 3951
8 18315 12221 124 9734 2770 7862 1595 17672
8 7495 10531 17050 3911 15076 1097 11775 18869
8 17761 9657 6443 5475 14244 50 15369 3509
8 16949 9603 18323 2710 14949 12788 17298 5867
8 18343 3649 9802 3087 8738 14611 5714 1926
8 15376 13002 690 11455 6940 13640 14944 9866
8 2989 17769 2122 6427 14586 15924 15899 1467
8 2101 1435 12085 18326 907 15502 1398 2445
8 4483 10357 9657 6030 375 17763 16950 1398
8 17645 13534 17661 11332 190 11451 6323 14836
8 4805 9880 513 9105 15164 15968 18146 2688
8 4876 4873 5256 10433 13558 11947 5554 6391
8 15115 7237 57 1980 9008 4910 15214 17960
8 1399 13599 14770 14762 2482 9052 7845 16586
8 8243 8334 3550 14321 14982 3387 6071 14970
8 10688 4524 8053 4063 13086 7678 12032 11919
8 15141 18315 1700 7957 10903 3895 17645 5414
8 13599 14943 15228 17672 18326 9548 8550 17608
8 10800 5983 15183 9052 9445 16256 12224 15629
8 18934 5092 18342 7266 15483 6482 16619 1250
8 1453 17663 17453 9930 5841 15254 2850 14395
8 15870 8808 14121 17358 11014 18533 13803 14653
8 4613 5918 15827 16608 10202 12601 3368 6882
8 1453 2872 15309 2060 8981 7689 405 9730
8 18934 8124 8029 9076 917 10458 15277 9133
8 825 7815 15007 16912 10213 264 9691 8961
8 9603 6344 10790 4560 7434 3431 12464 8729
8 14911 18182 3029 17870 8268 9009 13183 13120
8 8289 7933 17748 7513 6621 18350 7401 16139
8 240 17185 2558 9421 7264 5521 10565 218
8 9433 17609 4602 1778 1469 17025 18516 660
8 11721 17571 5648 8213 15707 17752 16801 17260
8 4337 17663 13242 15483 15014 15136 16193 16583
8 16949 3900 529 17719 18907 3890 10309 14891
8 6871 6868 15430 7495 8414 618 7026 17799
8 4357 6039 8118 1503 10260 15396 12813 14784
8 18326 18315 6801 9436 14822 18073 10703 8118
8 3266 11680 14315 14323 7460 12502 10463 18713
8 5983 13216 7164 10373 11151 1365 6792 7840
8 3516 9236 18510 4273 11229 1398 14667 4027
8 7503 8268 15695 18948 3692 1747 16010 10145
8 1775 10394 13973 5228 4944 4389 8878 310
8 8940 14724 4688 10011 7630 2641 7518 16210
8 10394 6356 2758 4483 15137 2830 4770 14358
8 10810 8339 6787 13466 2070 7015 7045 17274
8 10983 7887 13223 18342 14884 11783 2809 4354
8 14308 18316 10285 17821 2980 12434 469 12420
8 17885 3799 8961 13587 2276 6253 2373 12882
8 16838 11124 8459 19013 17527 4641 2389 10938
8 11368 19034 1503 1536 7134 3005 10353 12719
8 13471 958 13194 13775 12082 14586 10718 15807
8 4027 5729 13336 14695 10790 15264 1569 6111
8 1284 4852 2516 9405 17761 5249 1963 17550
8 9763 4023 13110 8110 1388 3934 13734 5582
8 17003 4137 14938 2023 7267 7998 14063 315
8 4027 7552 9285 4613 2907 18030 17571 17320
8 9771 19013 9022 9076 7527 7552 9366 15593
8 17601 2305 4888 13935 8738 15876 7334 3595
8 18371 15773 2747 10609 13656 15629 9888 2142
8 2934 12769 12760 7495 18632 12650 18789 7381
8 6388 18326 9763 13438 17452 9 18003 15560
8 8747 8135 599 18643 17024 18833 13153 16705
8 11981 17954 18178 952 18348 18439 57 10895
8 12601 8253 8714 8198 18243 18972 17840 13220
8 3516 3512 1503 7139 7677 12019 17853 18617
8 13651 13169 14121 10778 9710 13829 3968 5487
8 9028 12254 10003 6146 18876 1034 16327 9612
8 7527 13310 16360 7139 11686 626 18329 17224
8 10344 16181 190 14256 15826 14844 9323 13686
8 117 10003 10486 16278 2641 12288 2928 1830
8 14671 10796 17929 15448 16928 13599 17767 10249
8 18615 11640 3890 9220 1943 1908 13050 13498
8 16949 11483 13492 18103 10576 154 4806 3891
8 11588 213 18946 13147 14431 6969 13086 18713
8 11014 1762 13471 216 14993 16377 17113 11127
8 10017 16931 315 12857 5364 12519 9569 8515
8 16155 13110 5966 12653 315 5475 4164 12286
8 754 13998 8268 7322 18329 12965 16825 4777
8 18779 10394 17136 13242 4130 3496 13373 17637
8 5980 12198 1130 3485 8165 9058 436 15840
8 12349 16377 16887 15277 18509 6582 12833 3846
8 4483 16932 17207 8512 15962 5183 18573 16599
8 16950 9516 12432 10779 2057 11034 5236 18001
8 15014 8940 7195 3743 117 11766 17662 12653
8 15376 4376 17579 16583 9528 3125 4944 6756
8 17337 6141 6335 8310 17975 17575 9820 15805
8 14917 18330 13421 7196 3431 11430 10490 9593
8 2814 14820 7552 16434 9223 2305 8862 13511
8 17404 17508 13799 9801 12219 7128 2378 3544
8 12251 16950 7495 6801 10344 6626 958 1988
8 7121 18195 5159 7040 2917 3844 3929 18683
8 14846 8520 8972 2678 16750 17363 7900 5490
8 6868 12539 10344 12668 18522 4613 8900 3139
8 9335 16939 6255 5433 12867 11199 8468 18427
8 3066 7190 16582 8747 12450 11455 7209 18188
8 17134 7728 15726 7756 17748 10244 3709 9309
8 12212 14498 13615 15868 7182 11014 10462 7238
8 2460 7192 13461 18053 276 11255 5638 14512
8 13021 15369 14992 16109 17705 18668 10334 3312
8 17624 12182 11476 17320 6897 10520 7858 1067
8 3808 3098 7930 18846 13923 15355 16895 13734
8 4026 8544 14144 9394 8078 6692 9629 13163
8 18118 7495 14705 2673 10202 1641 15967 19094
8 12270 12838 2872 7758 14892 2144 8361 7266
8 2460 4023 12478 12681 1398 16772 15831 8759
8 10217 9207 11854 3509 5165 12224 9337 14882
8 13189 2993 5488 13525 11775 18036 12470 982
8 1049 9074 18027 14681 13192 17857 375 2377
8 7495 3004 13471 2305 1999 4374 5475 4774
8 3266 11553 2549 16056 8977 606 9124 11753
8 1861 13606 7888 12719 117 8553 8400 868
8 3233 15094 10189 17875 12666 10200 3173 11579
8 18884 5254 5663 8268 8267 12115 5260 17136
8 7518 16949 11663 1316 13002 12234 15541 729
8 5980 16600 9443 4071 18221 14687 12681 7552
8 11148 7940 8520 5074 12939 9207 16424 8121
8 17254 7961 8388 13797 13506 10458 11191 8313
8 1453 6032 4849 13321 5317 17610 7834 8268
8 3815 8289 10146 10576 17748 17870 3098 16789
8 9011 12002 10983 17431 18329 15317 17459 8417
8 5440 12857 16931 1097 10297 8520 4613 2060
8 2305 8759 3266 75 10732 12674 15633 6630
8 12715 3065 13993 4286 8530 7044 11680 10306
8 6801 18398 13446 12445 198 3650 4797 4564
8 4069 9438 456 15847 17328 6076 6314 2723
8 2542 9022 5340 5948 12180 8309 10948 14081
8 4395 8400 5674 8740 11222 2529 8268 13352
8 2520 17519 17962 7552 8266 17281 17153 17136
8 16939 2381 3510 17444 15177 12288 2558 16049
8 10143 117 607 18732 10 11766 9804 10073
8 3070 12782 15177 11068 7365 11410 16619 6317
8 7690 13233 16950 869 5841 1535 13838 6300
8 14992 15725 11014 629 14732 17584 5983 5091
8 15437 6746 1450 5503 145 18861 7034 1522
8 10931 13722 467 17153 17465 8551 10949 12132
8 16840 16443 15130 16473 6014 8289 8320 4847
8 1453 17320 10072 9501 7332 7267 2787 8668
8 18315 5980 4023 17962 18103 5967 18316 2623
8 13183 17236 12716 5387 10348 11088 1027 3465
8 3815 4688 6430 1930 7285 3005 5501 10604
8 16443 2480 18621 7246 5320 13315 17405 2620
8 14883 7495 2565 9560 9692 5113 8418 9876
8 1152 9433 13110 18434 9687 17305 16479 10529
8 9074 13402 6408 17594 7726 6388 11542 10903
8 3911 13734 2822 582 14238 16788 13504 16436
8 9194 2408 7739 1121 5224 2178 4988 18864
8 8268 15369 16582 6669 13594 5503 2814 8371
8 9901 5930 8106 13880 11704 14961 137 17372
8 6065 16170 17761 9072 16949 7858 7314 7077
8 18221 607 11804 10602 10105 18506 15075 4178
8 5403 5997 9022 16424 8268 4566 9076 6919
8 16949 13461 15006 12257 10226 15221 981 14788
8 10983 19044 313 4222 3516 15691 11340 15915
8 754 2238 2374 6719 11480 14291 8483 8735
8 4873 16904 16598 16611 8263 7849 713 15873
8 19008 11219 14149 2305 11766 10576 8135 17655
8 13392 18262 8553 18789 13367 17153 10931 1273
8 6297 1398 13628 12756 18127 8878 10708 9515
8 4023 10146 14957 10575 17094 8268 2480 17582
8 9752 1980 13605 13301 8643 2641 18006 11410
8 17594 17 3116 14958 1415 9759 797 4566
8 11148 305 7634 6625 1251 5382 2233 4854
8 17767 5261 13152 729 10003 16949 9741 2634
8 16133 12429 3956 2933 2297 3355 17289 6981
8 8124 17650 15726 12247 8259 7660 14028 13964
8 116 3233 5504 672 12075 10 9203 6409
8 1235 12399 19083 5335 17400 7340 3207 3822
